ID_cliente,segmento_oculto,score_crediticio,ingresos_mensuales,uso_credito,historial_impagos,frecuencia_pago,saldo_actual,antiguedad_cliente,comportamiento_app,prob_impago,impago,cluster_kmeans
C03843,alto_riesgo,533.81,4036.7,0.617,3,0.0,6319.09,30.9,bajo,0.1173,0,5
C03844,medio_riesgo,690.83,7072.52,0.233,0,5.97,3788.57,19.1,bajo,0.0035,0,3
C03845,medio_riesgo,632.27,10952.93,0.435,0,2.15,3106.57,12.2,bajo,0.0024,0,3
C03846,bajo_riesgo,772.88,15371.12,0.086,0,9.67,1433.78,50.6,medio,0.0004,0,2
C03847,bajo_riesgo,777.53,17268.91,0.396,0,6.77,3233.99,43.7,alto,0.0004,0,0
C03848,bajo_riesgo,799.35,12545.38,0.104,0,6.7,1908.38,9.9,alto,0.0007,0,0
C03849,alto_riesgo,475.37,5650.55,0.427,1,0.0,10336.44,24.5,bajo,0.022,0,1
C03850,medio_riesgo,618.09,13117.95,0.138,0,3.81,7940.23,5.2,bajo,0.0012,0,3
C03851,bajo_riesgo,744.8,15542.79,0.145,0,3.46,1849.55,56.9,alto,0.0005,0,0
C03852,bajo_riesgo,818.77,13865.76,0.024,0,6.05,9055.77,48.6,alto,0.0005,0,0
C03853,alto_riesgo,494.43,8349.61,0.492,0,3.54,6057.27,25.2,bajo,0.0066,0,3
C03854,medio_riesgo,702.64,10583.02,0.267,0,8.29,5093.4,49.7,medio,0.0017,0,2
C03855,bajo_riesgo,819.32,19944.58,0.052,0,7.71,829.08,50.5,alto,0.0001,0,0
C03856,alto_riesgo,671.5,5436.9,0.706,1,2.88,1866.58,39.7,bajo,0.0179,0,3
C03857,bajo_riesgo,763.48,15940.67,0.106,0,8.9,1594.34,31.1,medio,0.0004,0,2
C03858,medio_riesgo,680.16,7231.78,0.639,0,5.05,2759.33,18.7,medio,0.0057,0,4
C03859,bajo_riesgo,862.45,17762.55,0.182,0,1.86,3328.18,17.4,medio,0.0002,0,2
C03860,medio_riesgo,662.51,12275.84,0.265,0,4.2,2235.78,50.5,medio,0.0014,0,4
C03861,alto_riesgo,498.15,6049.12,0.821,1,1.57,3324.24,40.4,bajo,0.0302,0,5
C03862,medio_riesgo,599.83,10030.08,0.321,0,4.23,10827.75,18.1,bajo,0.0028,0,1
C03863,bajo_riesgo,816.12,17273.33,0.143,0,6.38,2062.8,44.6,alto,0.0003,0,0
C03864,bajo_riesgo,816.26,18355.7,0.036,0,8.51,870.88,16.6,alto,0.0002,0,0
C03865,bajo_riesgo,758.8,17005.5,0.121,0,5.04,2770.07,45.6,alto,0.0003,0,0
C03866,medio_riesgo,681.07,8824.58,0.519,0,5.56,10722.77,29.6,bajo,0.0036,0,1
C03867,medio_riesgo,622.68,4960.99,0.056,0,4.58,1453.56,11.1,bajo,0.0053,0,3
C03868,medio_riesgo,631.71,8159.76,0.398,0,4.6,1749.07,36.3,medio,0.0041,0,4
C03869,medio_riesgo,615.27,10950.68,0.514,0,3.96,5001.2,34.9,medio,0.0028,0,4
C03870,medio_riesgo,662.97,13168.69,0.237,0,4.47,693.55,41.3,medio,0.0011,1,2
C03871,bajo_riesgo,829.65,14068.9,0.026,0,9.88,2125.38,42.9,medio,0.0004,0,2
C03872,bajo_riesgo,771.7,17100.83,0.097,0,6.14,4482.34,13.6,alto,0.0003,0,0
C03873,bajo_riesgo,748.02,14706.07,0.101,0,6.95,2818.78,33.3,alto,0.0005,0,0
C03874,bajo_riesgo,809.78,10807.93,0.309,1,4.97,2102.9,50.3,alto,0.0025,0,0
C03875,alto_riesgo,540.83,5583.31,0.626,4,1.18,1244.44,26.2,bajo,0.1627,1,5
C03876,medio_riesgo,644.61,7550.3,0.156,0,8.18,2406.24,10.0,medio,0.0033,0,2
C03877,medio_riesgo,610.43,9730.2,0.271,1,1.88,1506.26,3.8,medio,0.0055,0,4
C03878,medio_riesgo,583.22,7531.02,0.164,0,0.14,272.6,25.0,medio,0.004,0,4
C03879,medio_riesgo,591.97,10089.21,0.303,1,3.31,5767.24,14.6,medio,0.0056,0,4
C03880,bajo_riesgo,780.08,14079.0,0.234,0,8.94,4823.56,59.7,alto,0.0007,0,0
C03881,bajo_riesgo,835.16,11201.09,0.119,0,8.9,431.17,9.0,alto,0.0009,0,0
C03882,medio_riesgo,660.24,11931.25,0.627,0,0.95,1340.91,60.0,bajo,0.0023,0,3
C03883,medio_riesgo,595.5,12941.46,0.222,2,1.08,5932.34,24.6,bajo,0.0057,0,5
C03884,bajo_riesgo,762.66,12165.03,0.133,0,7.09,15112.07,22.2,alto,0.0009,0,0
C03885,alto_riesgo,524.28,4937.26,0.622,2,0.0,5036.71,11.6,bajo,0.0539,0,5
C03886,alto_riesgo,537.8,7260.48,0.812,0,2.68,6800.73,47.5,bajo,0.0105,0,1
C03887,alto_riesgo,474.67,5108.22,0.281,2,1.26,1005.21,34.5,bajo,0.0407,0,5
C03888,medio_riesgo,534.73,6980.45,0.565,1,4.73,2840.93,27.5,bajo,0.0167,0,3
C03889,medio_riesgo,669.2,6878.66,0.349,0,3.73,3849.16,45.0,bajo,0.0044,0,3
C03890,bajo_riesgo,842.12,11365.48,0.159,0,5.99,938.93,5.4,alto,0.0009,0,0
C03891,bajo_riesgo,773.6,14548.41,0.033,0,3.72,2709.76,15.1,medio,0.0005,0,2
C03892,medio_riesgo,647.49,8329.55,0.29,0,4.59,6242.95,51.9,medio,0.0033,0,4
C03893,bajo_riesgo,883.22,14061.45,0.274,0,6.58,1158.04,8.3,medio,0.0005,0,2
C03894,alto_riesgo,474.79,6177.07,0.524,0,0.0,40.78,2.2,bajo,0.0112,0,3
C03895,bajo_riesgo,733.86,12247.87,0.265,0,8.03,7368.78,55.5,alto,0.0011,0,0
C03896,bajo_riesgo,801.37,13251.1,0.048,0,5.33,2870.46,4.9,alto,0.0006,0,0
C03897,alto_riesgo,512.18,6770.28,0.782,1,2.0,6511.42,14.8,bajo,0.0241,0,5
C03898,bajo_riesgo,798.19,17869.02,0.05,0,2.7,904.66,21.4,alto,0.0002,0,0
C03899,medio_riesgo,614.93,6355.03,0.756,2,0.01,7858.9,39.7,medio,0.037,0,4
C03900,bajo_riesgo,785.1,13065.52,0.069,1,8.22,1955.37,39.9,alto,0.0013,0,0
C03901,bajo_riesgo,833.71,12710.95,0.042,0,11.26,5944.29,59.3,alto,0.0006,0,0
C03902,bajo_riesgo,737.21,16589.31,0.076,0,3.51,878.54,16.7,alto,0.0004,0,0
C03903,bajo_riesgo,775.7,13649.33,0.357,1,3.63,1038.38,5.1,medio,0.0017,0,2
C03904,medio_riesgo,725.12,4320.0,0.64,1,3.86,4095.57,50.7,medio,0.0176,0,4
C03905,bajo_riesgo,801.5,12707.39,0.079,0,9.75,6170.27,35.0,medio,0.0007,0,2
C03906,medio_riesgo,539.56,10319.27,0.366,0,1.8,11301.56,58.8,bajo,0.0034,0,1
C03907,bajo_riesgo,793.02,15476.24,0.352,0,9.05,1371.02,31.5,alto,0.0006,0,0
C03908,bajo_riesgo,773.83,12015.67,0.23,1,8.74,3352.59,21.9,alto,0.002,0,0
C03909,bajo_riesgo,750.84,13734.43,0.103,0,5.51,6659.31,28.3,medio,0.0007,0,2
C03910,alto_riesgo,419.9,5642.26,0.441,2,5.88,4853.8,12.2,bajo,0.0517,0,5
C03911,bajo_riesgo,791.2,12184.82,0.079,0,4.36,661.42,11.2,alto,0.0008,0,0
C03912,medio_riesgo,772.79,9331.74,0.192,0,2.07,4767.85,44.1,bajo,0.0017,0,3
C03913,medio_riesgo,507.66,7708.71,0.481,1,4.86,630.0,8.0,medio,0.0142,0,4
C03914,bajo_riesgo,761.4,15341.27,0.325,0,2.48,1368.43,29.8,alto,0.0006,0,0
C03915,medio_riesgo,576.78,6812.38,0.71,0,5.02,1045.88,41.5,bajo,0.0091,0,3
C03916,bajo_riesgo,753.62,14001.95,0.143,0,6.43,2221.03,47.6,medio,0.0006,0,2
C03917,medio_riesgo,575.44,8921.46,0.247,0,4.12,1528.06,15.7,medio,0.0035,0,4
C03918,bajo_riesgo,790.04,14224.38,0.105,0,3.73,2651.32,55.7,alto,0.0005,0,0
C03919,bajo_riesgo,799.41,17113.15,0.129,0,8.12,3405.72,43.2,alto,0.0003,0,0
C03920,bajo_riesgo,761.84,15012.97,0.224,0,7.91,5291.23,45.7,alto,0.0006,0,0
C03921,medio_riesgo,660.77,10803.2,0.156,0,6.89,3469.58,9.1,medio,0.0016,0,2
C03922,bajo_riesgo,729.03,18655.72,0.096,0,9.61,4945.35,34.1,alto,0.0003,0,0
C03923,medio_riesgo,606.27,9177.82,0.363,1,3.72,5723.31,14.2,bajo,0.0069,0,3
C03924,alto_riesgo,484.29,7843.65,0.55,3,2.64,3077.2,15.8,bajo,0.0623,0,5
C03925,medio_riesgo,531.8,11982.49,0.077,0,4.76,1954.76,36.7,bajo,0.0017,0,3
C03926,alto_riesgo,700.48,4176.57,0.335,4,1.72,4016.16,33.6,bajo,0.1011,1,5
C03927,medio_riesgo,653.91,3860.4,0.67,0,2.38,9391.79,46.1,medio,0.0124,0,4
C03928,bajo_riesgo,803.77,18993.88,0.266,1,7.5,1744.83,5.0,medio,0.0005,0,2
C03929,medio_riesgo,610.02,10514.89,0.29,1,3.63,974.84,23.9,bajo,0.0048,0,3
C03930,alto_riesgo,512.22,5394.85,0.64,1,3.95,11169.59,54.6,bajo,0.0267,0,1
C03931,bajo_riesgo,739.18,19442.42,0.168,0,6.3,2647.33,6.5,alto,0.0002,0,0
C03932,medio_riesgo,642.87,8574.5,0.346,0,6.89,2514.19,34.8,medio,0.0034,0,4
C03933,bajo_riesgo,798.47,19671.55,0.09,0,7.97,1676.47,20.3,medio,0.0002,0,2
C03934,medio_riesgo,632.33,4949.85,0.325,0,5.97,3589.6,9.4,medio,0.0071,0,4
C03935,bajo_riesgo,755.83,24886.0,0.296,1,5.03,1762.11,38.2,alto,0.0002,0,0
C03936,bajo_riesgo,718.52,17614.51,0.327,0,5.44,1151.34,39.6,medio,0.0004,0,2
C03937,bajo_riesgo,771.12,14184.98,0.022,0,8.89,1379.47,44.9,medio,0.0005,0,2
C03938,alto_riesgo,552.23,6742.09,0.192,1,2.25,15117.33,26.8,bajo,0.0107,0,1
C03939,bajo_riesgo,740.0,18260.85,0.144,0,5.51,5661.38,55.6,alto,0.0003,0,0
C03940,bajo_riesgo,761.02,16727.59,0.273,0,8.2,660.23,12.7,alto,0.0004,0,0
C03941,medio_riesgo,691.28,11895.48,0.366,0,5.53,906.47,20.8,bajo,0.0016,0,3
C03942,bajo_riesgo,764.61,12330.34,0.128,0,4.6,454.95,37.7,alto,0.0009,0,0
C03943,bajo_riesgo,724.68,12954.5,0.222,1,7.2,869.75,3.2,alto,0.0019,0,0
C03944,bajo_riesgo,807.07,13391.2,0.135,1,9.71,2175.66,51.4,alto,0.0012,0,0
C03945,bajo_riesgo,819.83,13807.65,0.082,0,6.29,1205.27,23.8,medio,0.0005,0,2
C03946,bajo_riesgo,851.96,10379.49,0.164,0,5.1,3401.06,53.8,alto,0.001,0,0
C03947,bajo_riesgo,759.66,20055.19,0.359,0,7.16,3425.21,13.2,alto,0.0002,0,0
C03948,bajo_riesgo,736.82,7761.16,0.051,0,6.08,1965.22,55.7,alto,0.0021,0,0
C03949,medio_riesgo,631.58,12405.23,0.201,1,2.13,2660.92,44.9,bajo,0.0028,0,3
C03950,medio_riesgo,549.05,8123.26,0.252,1,6.85,4358.74,35.1,bajo,0.0088,0,3
C03951,bajo_riesgo,760.66,17237.41,0.082,0,7.15,5564.09,10.5,alto,0.0003,0,0
C03952,bajo_riesgo,691.22,16639.45,0.097,0,4.2,4145.05,19.0,medio,0.0004,0,2
C03953,bajo_riesgo,785.57,9802.97,0.061,0,6.16,814.02,18.2,alto,0.0012,0,0
C03954,medio_riesgo,619.19,8549.29,0.477,1,3.93,5994.04,18.8,medio,0.0086,0,4
C03955,medio_riesgo,666.59,8877.99,0.224,2,3.68,1392.52,2.3,medio,0.0104,0,4
C03956,medio_riesgo,643.33,7343.67,0.369,0,5.84,2211.46,21.0,medio,0.0045,0,4
C03957,bajo_riesgo,747.48,18146.8,0.144,0,7.07,4023.48,24.5,alto,0.0003,0,0
C03958,bajo_riesgo,779.92,10964.43,0.131,0,1.4,3462.49,32.4,alto,0.0011,0,0
C03959,medio_riesgo,662.0,8891.96,0.147,0,7.12,4184.66,17.0,medio,0.0024,0,2
C03960,medio_riesgo,612.37,6439.39,0.127,0,2.57,6287.51,57.1,bajo,0.0044,0,3
C03961,medio_riesgo,593.53,6921.26,0.336,0,2.22,1553.3,36.2,medio,0.0054,0,4
C03962,alto_riesgo,467.45,3871.99,0.486,2,3.64,4864.53,34.0,bajo,0.0664,0,5
C03963,alto_riesgo,354.61,4873.92,0.752,1,2.36,3390.67,57.2,bajo,0.0529,0,5
C03964,alto_riesgo,508.62,4767.94,0.618,1,4.67,3930.28,49.4,bajo,0.0297,0,3
C03965,bajo_riesgo,816.3,12740.1,0.361,0,4.5,1617.4,51.1,alto,0.0009,0,0
C03966,bajo_riesgo,717.11,11063.25,0.24,0,5.52,5299.34,57.0,medio,0.0015,0,2
C03967,medio_riesgo,505.85,7760.6,0.377,1,6.07,6203.53,44.1,medio,0.0125,0,4
C03968,medio_riesgo,677.76,7412.49,0.349,1,2.01,847.34,29.8,bajo,0.0078,0,3
C03969,bajo_riesgo,825.42,16364.27,0.265,1,6.52,1955.22,46.8,alto,0.0008,0,0
C03970,bajo_riesgo,783.31,16539.19,0.071,0,6.85,1004.09,29.5,alto,0.0003,0,0
C03971,bajo_riesgo,834.07,9570.22,0.064,1,6.25,467.07,33.2,alto,0.0023,0,0
C03972,bajo_riesgo,814.12,12521.91,0.132,0,4.73,1107.6,6.1,medio,0.0007,0,2
C03973,alto_riesgo,400.08,4483.94,0.782,1,1.81,3440.42,11.0,bajo,0.0517,0,5
C03974,bajo_riesgo,796.3,16500.82,0.253,0,8.38,3704.72,35.3,alto,0.0004,0,0
C03975,medio_riesgo,513.05,9314.55,0.243,1,3.82,1963.97,30.1,bajo,0.0077,0,3
C03976,bajo_riesgo,816.0,10880.11,0.148,0,5.57,6860.89,39.6,alto,0.001,0,0
C03977,alto_riesgo,414.44,6323.74,0.555,3,1.78,8822.51,7.0,bajo,0.1005,0,5
C03978,medio_riesgo,599.32,7994.51,0.575,0,2.88,836.14,20.3,medio,0.0057,0,4
C03979,alto_riesgo,507.35,2814.09,0.72,1,3.02,10554.83,4.6,bajo,0.0488,0,1
C03980,bajo_riesgo,754.39,13718.22,0.052,0,5.66,4003.72,11.8,alto,0.0006,0,0
C03981,alto_riesgo,533.35,8329.17,0.479,0,1.55,17088.67,0.2,bajo,0.0058,0,1
C03982,bajo_riesgo,781.48,13361.4,0.201,1,4.15,3602.96,28.9,alto,0.0015,0,0
C03983,alto_riesgo,420.1,6446.95,0.565,2,2.0,1221.78,40.0,bajo,0.0511,0,5
C03984,bajo_riesgo,795.27,11386.91,0.232,0,6.4,3961.89,37.9,alto,0.0011,0,0
C03985,medio_riesgo,611.67,10168.25,0.478,1,1.71,844.77,43.8,bajo,0.0064,0,3
C03986,medio_riesgo,554.11,16047.9,0.253,1,6.99,5296.36,45.8,bajo,0.0018,0,3
C03987,alto_riesgo,565.65,2702.99,0.495,3,1.92,3968.75,21.4,bajo,0.1199,0,5
C03988,alto_riesgo,309.49,5622.46,0.485,0,1.43,2660.73,30.8,bajo,0.0194,0,3
C03989,medio_riesgo,732.8,4276.18,0.521,0,4.29,2252.55,11.6,medio,0.0076,0,4
C03990,medio_riesgo,574.09,12443.76,0.434,0,3.42,3703.81,56.4,bajo,0.0022,0,3
C03991,bajo_riesgo,757.45,9666.19,0.303,1,6.08,3799.77,32.8,alto,0.0037,0,0
C03992,bajo_riesgo,781.92,14198.0,0.099,0,6.6,1750.71,58.2,medio,0.0005,0,2
C03993,alto_riesgo,500.85,3550.39,0.458,2,5.01,13674.5,52.8,bajo,0.0622,0,1
C03994,bajo_riesgo,791.78,12541.32,0.148,0,8.02,5106.74,46.2,alto,0.0008,0,0
C03995,bajo_riesgo,793.58,11595.36,0.067,0,5.76,1615.06,50.6,medio,0.0009,0,2
C03996,bajo_riesgo,755.69,14220.02,0.199,0,2.9,3756.89,29.6,medio,0.0007,0,2
C03997,bajo_riesgo,816.13,9838.19,0.154,0,8.51,3952.56,4.9,medio,0.0013,0,2
C03998,bajo_riesgo,725.71,9041.11,0.418,0,3.85,2225.91,44.2,alto,0.0026,0,0
C03999,bajo_riesgo,785.46,19746.4,0.17,0,10.44,1169.8,54.2,medio,0.0002,0,2
C04000,bajo_riesgo,801.02,17620.17,0.09,0,6.7,4369.45,52.1,medio,0.0003,0,2
C04001,bajo_riesgo,828.99,15708.86,0.099,0,3.53,2641.34,42.6,medio,0.0003,0,2
C04002,medio_riesgo,717.96,9320.25,0.515,0,4.27,3233.67,3.2,bajo,0.0029,0,3
C04003,medio_riesgo,541.12,8571.88,0.448,1,4.35,1543.87,16.4,bajo,0.0104,0,3
C04004,medio_riesgo,638.85,8846.64,0.228,1,6.06,4936.45,49.6,medio,0.0057,0,4
C04005,bajo_riesgo,798.15,11444.92,0.228,0,8.42,1484.59,12.6,medio,0.001,0,2
C04006,alto_riesgo,616.46,6997.91,0.514,0,2.1,2227.66,2.2,bajo,0.0062,0,3
C04007,bajo_riesgo,788.58,14337.49,0.351,0,8.17,8739.52,4.2,medio,0.0007,0,2
C04008,bajo_riesgo,731.26,12242.47,0.092,0,4.73,3047.53,56.9,alto,0.0009,0,0
C04009,alto_riesgo,572.45,5650.35,0.607,2,0.99,11535.5,2.3,bajo,0.0403,0,1
C04010,bajo_riesgo,764.48,9549.41,0.164,0,3.17,5179.64,30.8,alto,0.0016,0,0
C04011,alto_riesgo,447.76,6472.09,0.672,1,1.09,4138.73,49.2,bajo,0.0271,0,5
C04012,bajo_riesgo,788.77,17447.51,0.175,0,7.01,1344.59,36.4,alto,0.0003,0,0
C04013,medio_riesgo,604.29,6081.79,0.176,0,6.26,699.09,32.1,medio,0.0051,0,4
C04014,medio_riesgo,661.57,8308.11,0.266,0,6.12,5858.46,7.7,medio,0.0031,0,4
C04015,bajo_riesgo,790.6,19021.51,0.063,0,5.14,3216.59,29.6,alto,0.0002,0,0
C04016,medio_riesgo,601.51,10424.24,0.227,0,4.41,3749.18,39.2,medio,0.0023,0,4
C04017,bajo_riesgo,807.94,14599.54,0.174,0,4.28,2391.05,6.1,alto,0.0005,0,0
C04018,alto_riesgo,463.44,4359.72,0.605,2,0.39,4461.48,22.4,bajo,0.07,0,5
C04019,bajo_riesgo,732.73,15538.03,0.109,0,5.55,5847.46,5.0,alto,0.0005,0,0
C04020,alto_riesgo,538.46,5408.02,0.793,1,4.05,9023.64,14.6,bajo,0.0294,0,1
C04021,medio_riesgo,714.23,3904.98,0.292,0,4.97,1641.76,23.5,medio,0.0065,0,4
C04022,medio_riesgo,542.66,9076.17,0.353,1,1.68,9049.92,19.6,bajo,0.0084,0,1
C04023,bajo_riesgo,769.91,20299.31,0.201,0,3.88,1708.58,14.9,alto,0.0002,0,0
C04024,alto_riesgo,523.72,6910.14,0.86,2,2.08,4005.66,36.8,bajo,0.0488,0,5
C04025,bajo_riesgo,770.58,14501.06,0.076,0,6.19,2478.21,18.1,alto,0.0005,0,0
C04026,medio_riesgo,659.53,13254.21,0.578,1,5.23,349.73,26.8,medio,0.0034,0,4
C04027,medio_riesgo,640.98,9244.71,0.531,0,2.86,374.44,14.9,medio,0.0037,0,4
C04028,alto_riesgo,477.43,7814.2,0.571,1,2.5,4257.93,16.6,bajo,0.017,0,5
C04029,medio_riesgo,641.86,7852.26,0.577,1,2.77,1859.02,47.9,medio,0.0104,0,4
C04030,medio_riesgo,569.94,10439.19,0.652,0,0.0,2109.93,35.1,medio,0.0042,0,4
C04031,medio_riesgo,477.39,8281.27,0.277,0,4.39,2092.67,15.3,medio,0.0055,0,4
C04032,bajo_riesgo,693.55,12897.56,0.241,0,4.66,3816.19,58.9,alto,0.0011,0,0
C04033,medio_riesgo,602.59,10371.7,0.674,0,3.66,2562.78,46.0,bajo,0.004,0,3
C04034,medio_riesgo,501.44,8965.01,0.618,1,2.8,2579.24,54.5,bajo,0.0133,0,3
C04035,medio_riesgo,563.63,12493.57,0.462,2,1.37,3048.42,28.6,bajo,0.0091,0,5
C04036,alto_riesgo,607.79,8284.42,0.851,1,3.0,15223.71,44.5,bajo,0.0146,0,1
C04037,bajo_riesgo,772.15,20843.38,0.133,0,5.52,5834.38,30.6,medio,0.0002,0,2
C04038,bajo_riesgo,818.47,16454.47,0.185,0,4.45,3927.82,15.4,alto,0.0003,0,0
C04039,medio_riesgo,696.31,9046.28,0.46,0,4.49,2540.9,2.8,bajo,0.003,0,3
C04040,medio_riesgo,607.42,16533.18,0.448,0,0.41,3248.2,21.9,medio,0.0009,0,4
C04041,alto_riesgo,453.82,8796.75,0.775,2,1.38,2072.24,24.3,bajo,0.0377,0,5
C04042,bajo_riesgo,751.47,17604.48,0.1,0,5.66,2374.56,55.8,alto,0.0003,0,0
C04043,alto_riesgo,336.88,9162.86,0.859,1,0.95,5764.12,21.6,bajo,0.0276,0,5
C04044,alto_riesgo,479.15,9638.06,0.537,1,0.0,3715.24,49.2,bajo,0.0113,0,5
C04045,medio_riesgo,616.49,8399.07,0.364,0,5.94,2056.86,3.9,medio,0.0039,0,4
C04046,bajo_riesgo,802.03,17180.56,0.11,0,4.53,1595.09,59.5,alto,0.0003,0,0
C04047,alto_riesgo,386.11,5964.8,0.914,2,1.66,8477.32,56.1,bajo,0.0908,0,5
C04048,bajo_riesgo,755.52,18074.46,0.058,1,9.95,3643.47,6.1,medio,0.0005,0,2
C04049,alto_riesgo,401.39,5697.34,0.537,2,1.37,7645.37,18.7,bajo,0.0601,0,5
C04050,medio_riesgo,597.0,12579.51,0.613,0,5.01,5539.94,34.1,bajo,0.0024,0,3
C04051,medio_riesgo,553.68,10977.69,0.32,1,3.43,1798.24,35.4,medio,0.0054,0,4
C04052,bajo_riesgo,735.33,16441.62,0.329,0,2.44,1408.83,57.4,alto,0.0005,0,0
C04053,bajo_riesgo,760.49,13805.99,0.232,0,6.45,6281.02,36.4,alto,0.0007,0,0
C04054,bajo_riesgo,769.72,13057.11,0.358,0,5.1,4796.31,32.5,alto,0.001,0,0
C04055,alto_riesgo,654.43,6129.55,0.658,0,4.17,2490.56,40.4,bajo,0.0078,0,3
C04056,bajo_riesgo,804.91,14530.91,0.168,0,6.28,2304.16,0.7,alto,0.0005,0,0
C04057,medio_riesgo,723.83,9058.04,0.254,2,5.84,4075.23,21.2,medio,0.0088,0,4
C04058,medio_riesgo,656.27,11611.91,0.402,2,2.35,4123.79,35.2,bajo,0.0077,0,5
C04059,alto_riesgo,478.56,2416.5,0.568,2,0.0,5893.22,9.4,bajo,0.0922,0,5
C04060,bajo_riesgo,809.53,14898.04,0.31,0,7.29,4353.59,20.7,medio,0.0006,0,2
C04061,bajo_riesgo,774.06,14216.82,0.115,0,4.17,4615.22,43.8,alto,0.0006,0,0
C04062,bajo_riesgo,750.36,15590.24,0.165,0,6.28,6514.67,27.5,medio,0.0005,0,2
C04063,bajo_riesgo,714.38,13640.22,0.25,0,5.37,10146.16,33.0,alto,0.0009,0,0
C04064,medio_riesgo,569.38,6106.92,0.265,0,5.48,3557.59,20.9,medio,0.0063,0,4
C04065,bajo_riesgo,695.88,13621.18,0.236,0,3.63,2794.38,6.2,medio,0.0009,0,2
C04066,alto_riesgo,570.7,5212.61,0.61,2,0.0,529.7,24.9,bajo,0.0442,0,5
C04067,bajo_riesgo,741.45,17725.15,0.135,1,3.84,2913.54,21.3,medio,0.0006,0,2
C04068,medio_riesgo,481.38,7632.33,0.329,0,4.73,2700.86,58.3,bajo,0.0065,0,3
C04069,bajo_riesgo,768.54,18156.76,0.026,0,4.82,1569.74,11.2,alto,0.0002,0,0
C04070,bajo_riesgo,782.09,14312.97,0.137,0,9.77,1413.56,43.8,alto,0.0006,0,0
C04071,bajo_riesgo,834.38,13641.59,0.427,0,6.47,733.37,23.3,alto,0.0008,0,0
C04072,bajo_riesgo,829.61,11902.48,0.055,0,4.54,2433.91,9.9,alto,0.0007,0,0
C04073,medio_riesgo,645.23,10360.32,0.37,1,4.14,2237.84,41.7,medio,0.0049,0,4
C04074,medio_riesgo,485.06,7510.57,0.574,1,8.51,2342.72,36.1,bajo,0.0177,0,3
C04075,bajo_riesgo,778.54,13068.16,0.272,0,7.13,1118.82,54.4,alto,0.0008,0,0
C04076,alto_riesgo,387.81,4229.65,0.644,2,0.0,3692.27,30.9,bajo,0.0923,0,5
C04077,bajo_riesgo,679.74,15816.45,0.37,0,6.79,4653.85,52.8,alto,0.0007,0,0
C04078,medio_riesgo,650.98,8648.75,0.431,2,4.93,928.51,44.6,medio,0.0146,0,4
C04079,alto_riesgo,637.77,6379.27,0.676,1,0.63,11288.79,50.3,bajo,0.0159,0,1
C04080,medio_riesgo,633.57,9283.9,0.083,0,1.1,1976.5,22.4,medio,0.0022,1,4
C04081,alto_riesgo,451.94,5317.31,0.938,0,0.0,6273.7,0.3,bajo,0.0231,0,1
C04082,alto_riesgo,576.06,9650.17,0.474,1,2.43,5174.56,56.6,bajo,0.0079,0,3
C04083,medio_riesgo,614.11,9311.06,0.521,0,3.6,3950.85,20.7,bajo,0.004,0,3
C04084,medio_riesgo,591.48,12729.21,0.298,0,5.69,8445.66,28.4,medio,0.0016,0,4
C04085,medio_riesgo,707.05,10195.99,0.4,0,1.48,2603.15,52.5,bajo,0.0022,0,3
C04086,medio_riesgo,589.83,8005.1,0.303,1,1.81,2424.8,5.3,medio,0.0085,0,4
C04087,medio_riesgo,649.22,9442.46,0.363,0,1.85,4367.75,15.5,medio,0.0029,0,4
C04088,bajo_riesgo,788.22,13061.71,0.258,0,7.95,4149.81,26.4,alto,0.0008,0,0
C04089,bajo_riesgo,808.83,18879.67,0.383,0,4.93,268.76,32.9,alto,0.0003,0,0
C04090,medio_riesgo,591.14,8269.26,0.298,0,4.43,1485.81,36.1,medio,0.004,0,4
C04091,medio_riesgo,646.96,4827.88,0.208,1,2.38,4424.42,2.4,medio,0.0121,0,4
C04092,alto_riesgo,510.96,7523.27,0.696,2,0.0,3511.4,35.2,bajo,0.0373,0,5
C04093,bajo_riesgo,838.78,13206.26,0.217,0,6.46,3080.66,22.2,medio,0.0006,0,2
C04094,bajo_riesgo,763.19,17520.91,0.233,0,6.74,7363.41,44.4,alto,0.0003,0,0
C04095,medio_riesgo,679.26,9658.84,0.239,0,6.2,4664.01,1.7,bajo,0.0022,0,3
C04096,medio_riesgo,608.26,9891.96,0.628,0,1.98,4856.13,10.3,medio,0.0041,0,4
C04097,medio_riesgo,616.22,7995.88,0.558,1,1.84,3715.81,13.2,medio,0.0107,0,4
C04098,bajo_riesgo,721.92,12548.91,0.414,0,7.23,402.44,55.0,alto,0.0013,0,0
C04099,medio_riesgo,624.52,5594.13,0.567,1,4.89,2304.6,9.1,medio,0.0169,0,4
C04100,bajo_riesgo,827.68,14580.23,0.047,0,4.52,2021.22,7.7,alto,0.0004,0,0
C04101,medio_riesgo,674.4,6947.43,0.13,1,0.0,8432.13,28.0,medio,0.0066,0,4
C04102,bajo_riesgo,756.1,20822.03,0.259,0,5.45,1923.97,37.6,alto,0.0002,0,0
C04103,bajo_riesgo,783.33,16117.44,0.365,0,7.2,9028.6,14.7,alto,0.0005,0,0
C04104,medio_riesgo,654.66,10965.0,0.306,1,1.26,1714.96,2.2,medio,0.0039,0,4
C04105,alto_riesgo,485.52,4547.97,0.887,1,5.93,9269.17,55.0,bajo,0.0452,0,1
C04106,bajo_riesgo,749.84,15330.45,0.159,0,7.04,6355.28,32.3,medio,0.0005,0,2
