ID_cliente,segmento_oculto,score_crediticio,ingresos_mensuales,uso_credito,historial_impagos,frecuencia_pago,saldo_actual,antiguedad_cliente,comportamiento_app,prob_impago,impago
C03579,alto_riesgo,382.71,7257.67,0.818,0,3.24,3868.1,15.9,bajo,0.0168,0
C03580,alto_riesgo,613.92,8189.67,0.645,2,2.84,5409.05,2.4,bajo,0.0228,0
C03581,medio_riesgo,614.84,14297.09,0.193,1,1.2,3970.73,57.1,medio,0.002,0
C03582,bajo_riesgo,796.77,17959.79,0.279,0,2.26,5122.27,20.2,alto,0.0003,0
C03583,medio_riesgo,627.47,7379.57,0.495,0,3.48,1432.41,14.7,bajo,0.0054,0
C03584,medio_riesgo,669.83,10421.8,0.092,2,5.89,4861.38,49.3,medio,0.0065,0
C03585,medio_riesgo,578.13,5254.76,0.7,0,4.09,3653.05,7.8,medio,0.0122,0
C03586,bajo_riesgo,873.6,12493.6,0.11,0,6.9,2176.06,45.6,alto,0.0006,0
C03587,bajo_riesgo,765.44,16550.1,0.235,0,2.83,1224.58,53.6,alto,0.0004,0
C03588,bajo_riesgo,798.9,17379.93,0.166,0,7.05,2825.17,18.3,alto,0.0003,0
C03589,medio_riesgo,644.44,8402.77,0.335,2,5.08,3510.16,38.8,medio,0.0139,0
C03590,medio_riesgo,563.17,6003.93,0.519,0,5.83,4949.52,18.9,bajo,0.0089,0
C03591,bajo_riesgo,682.67,17210.26,0.008,1,7.8,9089.25,31.2,alto,0.0007,0
C03592,alto_riesgo,374.28,6476.72,0.616,2,1.53,17532.35,17.1,bajo,0.0613,0
C03593,bajo_riesgo,749.57,20156.3,0.277,0,5.39,582.94,24.9,alto,0.0002,0
C03594,alto_riesgo,442.68,5931.45,0.712,1,0.0,11536.31,39.4,bajo,0.032,0
C03595,medio_riesgo,571.93,9340.61,0.647,0,2.73,8941.87,36.0,medio,0.0052,0
C03596,alto_riesgo,579.24,1500.0,0.729,2,4.42,6536.49,3.0,bajo,0.0986,0
C03597,bajo_riesgo,722.27,17406.33,0.238,0,8.56,4549.24,27.9,alto,0.0004,0
C03598,alto_riesgo,563.59,3762.36,0.449,2,0.37,3719.07,7.0,bajo,0.0495,0
C03599,medio_riesgo,565.34,12117.18,0.24,0,5.77,2178.36,20.8,bajo,0.0019,0
C03600,bajo_riesgo,753.49,14052.42,0.114,0,9.15,4195.63,53.7,alto,0.0006,0
C03601,alto_riesgo,538.86,5730.97,0.787,2,2.21,6313.03,0.7,bajo,0.0538,0
C03602,medio_riesgo,745.0,8905.13,0.203,2,4.3,2214.07,16.3,bajo,0.008,0
C03603,alto_riesgo,552.96,5552.77,0.833,1,0.88,208.0,33.5,bajo,0.0287,0
C03604,medio_riesgo,695.12,6581.21,0.404,1,4.92,3289.62,19.2,medio,0.0093,0
C03605,bajo_riesgo,786.62,21567.08,0.045,0,6.0,5803.5,36.3,alto,0.0001,0
C03606,medio_riesgo,656.41,8838.85,0.353,0,6.61,9354.85,28.4,medio,0.0031,0
C03607,bajo_riesgo,753.32,16064.62,0.183,0,9.32,6494.12,26.5,alto,0.0005,0
C03608,medio_riesgo,609.74,4987.48,0.563,0,4.27,4506.41,46.6,medio,0.0099,0
C03609,bajo_riesgo,830.6,16407.94,0.2,0,3.97,741.71,9.9,alto,0.0003,0
C03610,medio_riesgo,524.82,8949.46,0.122,0,3.67,3919.59,41.3,bajo,0.0034,0
C03611,bajo_riesgo,782.04,13244.89,0.043,0,5.87,1990.99,39.6,medio,0.0006,0
C03612,bajo_riesgo,798.18,12967.28,0.088,0,9.46,1799.4,50.8,alto,0.0007,0
C03613,medio_riesgo,618.44,10734.6,0.328,0,4.86,4724.19,19.6,bajo,0.0023,0
C03614,bajo_riesgo,770.48,13739.2,0.132,0,8.75,139.41,41.4,medio,0.0006,0
C03615,medio_riesgo,671.91,11072.96,0.203,2,2.04,4441.04,41.8,medio,0.0065,0
C03616,medio_riesgo,631.88,4056.29,0.394,1,6.85,1946.28,28.7,medio,0.0183,0
C03617,bajo_riesgo,768.42,14093.98,0.14,0,5.15,2168.05,26.4,medio,0.0006,0
C03618,medio_riesgo,538.02,7655.03,0.416,0,2.09,3601.86,42.4,bajo,0.0061,0
C03619,alto_riesgo,435.4,1990.82,0.689,1,3.05,3675.9,28.1,bajo,0.0674,0
C03620,medio_riesgo,588.25,12210.62,0.114,2,2.18,3059.61,10.6,bajo,0.0059,0
C03621,alto_riesgo,540.74,6119.17,0.451,0,0.52,18907.67,48.9,bajo,0.0085,0
C03622,alto_riesgo,435.7,6413.71,0.664,2,0.0,1408.33,12.2,bajo,0.055,0
C03623,bajo_riesgo,868.97,19323.12,0.018,0,8.03,3062.03,11.1,alto,0.0001,0
C03624,bajo_riesgo,728.78,15858.45,0.273,0,5.93,1049.54,44.2,alto,0.0006,0
C03625,bajo_riesgo,725.93,10380.59,0.104,0,2.21,8892.17,13.9,medio,0.0014,0
C03626,medio_riesgo,635.99,12039.16,0.1,0,1.46,2870.47,13.9,bajo,0.0013,0
C03627,bajo_riesgo,733.16,14777.05,0.101,0,8.19,5923.39,40.5,medio,0.0006,0
C03628,medio_riesgo,615.56,8859.2,0.309,1,6.03,8604.18,3.5,medio,0.0067,0
C03629,bajo_riesgo,803.6,11851.6,0.31,0,8.27,3704.82,13.3,medio,0.001,0
C03630,medio_riesgo,514.8,6738.23,0.551,0,5.58,6373.8,26.3,medio,0.0092,0
C03631,bajo_riesgo,761.87,19276.58,0.293,0,2.96,4766.35,17.1,alto,0.0003,0
C03632,medio_riesgo,677.95,8053.9,0.314,1,3.53,2572.24,38.6,medio,0.0066,0
C03633,medio_riesgo,562.19,6580.86,0.623,0,3.07,8135.45,5.2,medio,0.009,0
C03634,bajo_riesgo,813.94,16503.18,0.16,0,6.38,8571.49,24.3,alto,0.0003,0
C03635,alto_riesgo,504.06,7297.11,0.713,0,3.6,9846.56,41.2,bajo,0.0103,0
C03636,alto_riesgo,509.45,6728.59,0.655,1,3.61,2586.41,46.3,bajo,0.0211,0
C03637,alto_riesgo,466.27,10381.82,0.701,0,6.02,11092.74,46.8,bajo,0.0062,0
C03638,bajo_riesgo,799.2,16288.63,0.087,0,8.84,3050.94,26.0,alto,0.0003,0
C03639,alto_riesgo,590.54,7525.04,0.549,2,0.9,4184.25,18.8,bajo,0.0249,0
C03640,alto_riesgo,513.95,3103.69,0.27,1,1.02,3041.38,40.7,bajo,0.0269,0
C03641,bajo_riesgo,841.63,15012.97,0.032,0,5.15,1412.06,14.7,alto,0.0004,0
C03642,bajo_riesgo,714.76,15133.48,0.24,0,6.15,1893.31,54.6,alto,0.0007,0
C03643,alto_riesgo,511.54,5143.52,0.731,0,0.39,4625.09,12.0,bajo,0.0157,0
C03644,bajo_riesgo,718.71,11845.15,0.11,0,7.02,7072.29,20.6,medio,0.0011,0
C03645,bajo_riesgo,718.54,10557.99,0.041,0,8.56,5419.54,2.6,alto,0.0013,0
C03646,medio_riesgo,634.4,6596.56,0.532,1,2.49,4122.61,1.6,medio,0.0129,0
C03647,medio_riesgo,699.99,5828.65,0.698,1,2.16,7251.7,43.3,medio,0.0151,0
C03648,medio_riesgo,635.38,7826.99,0.385,1,5.7,6685.41,48.1,bajo,0.0085,0
C03649,bajo_riesgo,803.62,16580.18,0.068,0,5.5,8091.09,8.4,alto,0.0003,0
C03650,bajo_riesgo,754.41,14438.35,0.095,0,3.17,5765.41,16.4,medio,0.0006,0
C03651,bajo_riesgo,778.36,17425.52,0.102,0,4.74,2612.99,9.8,alto,0.0003,0
C03652,bajo_riesgo,724.07,17794.36,0.092,0,11.06,3099.59,14.8,alto,0.0003,0
C03653,alto_riesgo,502.0,2812.78,0.501,0,1.34,2842.78,16.0,bajo,0.0195,0
C03654,alto_riesgo,553.9,4914.8,0.388,3,0.0,1313.88,47.5,bajo,0.0738,0
C03655,alto_riesgo,480.61,3359.61,0.444,0,8.52,4364.17,7.3,bajo,0.0174,0
C03656,bajo_riesgo,797.55,19562.27,0.085,0,6.09,5172.9,36.0,medio,0.0002,0
C03657,medio_riesgo,667.05,8335.66,0.292,0,4.05,5065.83,16.1,bajo,0.0031,0
C03658,bajo_riesgo,813.38,18096.99,0.168,1,5.23,1855.7,29.0,alto,0.0005,0
C03659,bajo_riesgo,771.61,17221.75,0.312,0,8.85,2227.58,17.2,alto,0.0004,0
C03660,alto_riesgo,509.23,3739.99,0.629,1,4.23,3311.15,41.0,bajo,0.0366,0
C03661,medio_riesgo,694.92,11996.79,0.286,1,2.4,1046.42,38.5,medio,0.0028,0
C03662,medio_riesgo,614.38,3332.75,0.23,0,2.33,2132.85,16.5,bajo,0.0092,0
C03663,medio_riesgo,639.89,7915.68,0.224,0,7.42,2796.38,34.8,medio,0.0034,0
C03664,alto_riesgo,436.32,8628.99,0.83,1,1.03,3015.18,8.0,bajo,0.0221,0
C03665,alto_riesgo,525.79,6588.39,0.744,1,1.61,12473.22,55.1,bajo,0.0229,0
C03666,alto_riesgo,538.14,6691.88,0.206,2,0.81,2401.19,57.1,bajo,0.0228,0
C03667,medio_riesgo,610.95,10924.63,0.394,0,2.33,1572.79,57.8,medio,0.0025,0
C03668,medio_riesgo,668.44,10058.28,0.213,1,0.96,2745.46,41.9,bajo,0.004,0
C03669,medio_riesgo,708.21,10155.02,0.381,0,4.82,1823.78,28.8,medio,0.0021,0
C03670,alto_riesgo,396.04,6065.56,0.451,3,4.21,2745.21,56.4,bajo,0.0989,0
C03671,alto_riesgo,600.37,5346.32,0.598,0,0.52,4930.33,2.9,bajo,0.0099,0
C03672,bajo_riesgo,783.81,15082.81,0.446,0,6.46,3403.71,28.5,medio,0.0007,0
C03673,alto_riesgo,526.67,6948.73,0.667,0,0.99,9312.4,49.2,bajo,0.0098,0
C03674,medio_riesgo,436.34,10838.23,0.444,0,2.36,752.75,27.2,medio,0.0045,0
C03675,bajo_riesgo,793.87,15300.32,0.091,0,5.64,902.35,49.8,alto,0.0004,0
C03676,bajo_riesgo,796.7,13355.3,0.126,0,2.86,5297.05,58.0,alto,0.0006,0
C03677,bajo_riesgo,804.82,11429.27,0.411,0,3.21,3332.68,14.9,alto,0.0013,0
C03678,bajo_riesgo,650.18,14085.54,0.132,0,5.96,6403.7,10.8,alto,0.0009,0
C03679,medio_riesgo,558.09,11011.83,0.411,0,4.63,2896.76,56.9,bajo,0.0029,0
C03680,bajo_riesgo,814.95,15992.05,0.059,0,6.4,3036.9,13.4,alto,0.0003,0
C03681,medio_riesgo,641.14,7288.87,0.565,1,6.21,4003.29,37.7,medio,0.0115,0
C03682,medio_riesgo,622.32,7286.86,0.55,0,2.97,7173.93,26.4,medio,0.006,0
C03683,medio_riesgo,574.03,7693.54,0.804,0,2.82,4044.45,21.5,medio,0.0086,0
C03684,bajo_riesgo,838.71,15975.31,0.422,0,6.42,5129.15,7.8,medio,0.0005,0
C03685,medio_riesgo,594.93,8960.48,0.819,1,3.08,5582.4,34.3,medio,0.0128,0
C03686,bajo_riesgo,788.25,15313.26,0.198,1,6.4,1091.23,18.6,alto,0.001,0
C03687,medio_riesgo,675.3,6252.06,0.451,0,0.0,1354.95,27.0,medio,0.0056,0
C03688,alto_riesgo,441.12,5963.28,0.466,1,2.07,3803.95,38.9,bajo,0.024,0
C03689,medio_riesgo,616.35,10246.82,0.369,0,5.33,1024.33,59.3,medio,0.0027,0
C03690,alto_riesgo,577.58,4270.83,0.853,3,3.99,4647.22,20.8,bajo,0.1286,1
C03691,bajo_riesgo,791.96,10013.73,0.094,0,5.25,2087.33,23.5,medio,0.0012,0
C03692,bajo_riesgo,792.88,16578.75,0.104,0,7.22,1254.05,23.2,medio,0.0003,0
C03693,alto_riesgo,429.68,8589.24,0.497,3,3.5,7146.82,27.1,bajo,0.0595,0
C03694,bajo_riesgo,828.97,15500.12,0.109,0,4.17,7781.55,32.1,alto,0.0004,0
C03695,medio_riesgo,648.39,10089.9,0.371,1,2.93,2025.55,1.8,bajo,0.0051,0
C03696,medio_riesgo,586.53,9008.05,0.65,1,5.69,4222.48,50.5,medio,0.0107,0
C03697,medio_riesgo,739.51,9584.76,0.326,0,4.32,6166.67,35.2,medio,0.002,0
C03698,medio_riesgo,629.86,8675.94,0.334,0,3.56,331.75,25.5,medio,0.0034,0
C03699,medio_riesgo,571.8,12126.52,0.364,0,4.91,1905.59,0.1,medio,0.0021,0
C03700,medio_riesgo,577.47,9903.99,0.265,1,3.11,4414.43,17.5,bajo,0.0058,0
C03701,medio_riesgo,648.05,7536.15,0.263,1,2.45,3926.88,17.4,bajo,0.0075,0
C03702,medio_riesgo,559.87,8977.03,0.378,0,0.25,8743.99,41.6,bajo,0.0042,0
C03703,alto_riesgo,453.14,2302.15,0.522,2,4.38,1594.89,9.6,bajo,0.0959,0
C03704,medio_riesgo,715.26,10693.35,0.231,0,5.75,2945.27,5.8,medio,0.0016,0
C03705,medio_riesgo,551.38,8307.57,0.489,1,3.31,239.7,44.1,medio,0.0112,0
C03706,bajo_riesgo,799.57,13569.33,0.111,0,5.91,902.59,28.9,alto,0.0006,0
C03707,medio_riesgo,451.22,9133.45,0.178,0,2.67,2767.7,45.9,bajo,0.0044,0
C03708,alto_riesgo,530.04,6479.85,0.751,1,1.87,4206.75,12.8,bajo,0.0233,0
C03709,alto_riesgo,333.82,8005.91,0.533,1,0.0,5099.42,8.9,bajo,0.0238,0
C03710,bajo_riesgo,717.83,20426.73,0.173,1,8.04,938.38,4.1,alto,0.0004,0
C03711,bajo_riesgo,776.93,12807.25,0.05,0,6.42,689.27,24.2,alto,0.0007,0
C03712,medio_riesgo,786.41,9869.93,0.577,0,3.72,963.1,30.3,medio,0.0023,0
C03713,alto_riesgo,526.66,9576.19,0.672,1,6.81,4196.8,27.7,bajo,0.0117,0
C03714,alto_riesgo,602.2,4723.69,0.447,0,2.94,2437.53,45.3,bajo,0.0093,0
C03715,medio_riesgo,546.07,7071.77,0.279,2,0.36,5834.93,38.2,medio,0.0226,0
C03716,medio_riesgo,665.88,10041.33,0.53,0,3.41,8360.88,20.2,medio,0.003,0
C03717,medio_riesgo,617.78,9822.55,0.289,0,3.57,9947.79,29.8,bajo,0.0027,0
C03718,medio_riesgo,611.27,9150.95,0.189,2,3.44,557.93,15.5,bajo,0.0111,0
C03719,medio_riesgo,575.98,12692.27,0.254,1,3.94,9513.35,34.6,bajo,0.0033,0
C03720,medio_riesgo,590.23,11264.63,0.362,0,3.61,8688.66,6.7,medio,0.0024,0
C03721,medio_riesgo,647.71,4810.77,0.408,0,5.96,5276.63,3.8,medio,0.0076,0
C03722,bajo_riesgo,806.5,22202.2,0.134,1,5.04,6349.56,43.1,medio,0.0002,0
C03723,medio_riesgo,714.15,8002.38,0.577,0,6.63,5190.08,42.3,medio,0.0041,0
C03724,medio_riesgo,627.36,11873.27,0.694,2,6.5,8187.22,35.3,bajo,0.0113,0
C03725,medio_riesgo,635.08,7430.99,0.549,0,2.02,2531.46,18.1,medio,0.0056,0
C03726,bajo_riesgo,746.84,18138.87,0.043,0,10.46,3474.35,9.9,medio,0.0003,0
C03727,alto_riesgo,401.78,7598.37,0.637,0,0.35,10740.63,27.0,bajo,0.012,0
C03728,bajo_riesgo,765.77,20668.25,0.093,0,6.25,2461.28,6.7,alto,0.0002,0
C03729,medio_riesgo,567.45,10048.05,0.426,1,8.42,3490.33,38.6,bajo,0.007,0
C03730,bajo_riesgo,768.42,17578.08,0.195,0,8.29,1974.65,31.9,alto,0.0003,0
C03731,medio_riesgo,576.77,5256.86,0.495,0,3.35,4922.17,26.2,medio,0.0096,0
C03732,alto_riesgo,397.04,3314.95,0.247,1,1.87,2039.63,1.8,bajo,0.0353,0
C03733,alto_riesgo,521.37,5528.77,0.548,1,1.06,4637.05,42.0,bajo,0.0227,0
C03734,bajo_riesgo,792.61,15241.31,0.384,0,7.74,506.36,52.6,alto,0.0006,0
C03735,bajo_riesgo,818.7,11798.24,0.204,0,5.28,1844.71,41.7,alto,0.0009,0
C03736,bajo_riesgo,777.95,15965.89,0.007,0,8.07,838.31,32.5,alto,0.0003,0
C03737,bajo_riesgo,841.47,16056.13,0.135,0,2.4,3354.59,44.8,medio,0.0003,0
C03738,bajo_riesgo,836.28,18441.99,0.126,0,7.55,2741.12,44.1,alto,0.0002,0
C03739,alto_riesgo,453.16,5187.88,0.61,3,1.44,8872.67,44.4,bajo,0.1176,0
C03740,bajo_riesgo,837.84,16923.16,0.106,0,7.8,6781.95,13.4,alto,0.0003,0
C03741,bajo_riesgo,828.77,20198.2,0.409,0,7.84,3225.12,7.9,medio,0.0002,0
C03742,bajo_riesgo,762.71,16767.5,0.167,0,6.48,1151.4,7.4,alto,0.0004,0
C03743,medio_riesgo,613.5,6233.99,0.51,1,6.27,13708.1,5.2,medio,0.0144,0
C03744,medio_riesgo,699.22,9369.86,0.487,0,1.63,2695.1,52.9,bajo,0.0029,0
C03745,alto_riesgo,453.57,7371.35,0.731,1,3.16,3168.3,30.3,bajo,0.024,0
C03746,medio_riesgo,624.69,8823.01,0.237,0,4.19,2102.68,11.1,bajo,0.003,0
C03747,medio_riesgo,549.68,9768.6,0.373,1,0.63,505.62,25.3,medio,0.0074,0
C03748,bajo_riesgo,751.36,15439.36,0.171,0,7.83,803.94,4.5,alto,0.0005,0
C03749,bajo_riesgo,792.74,17481.49,0.281,1,7.24,2175.19,11.2,alto,0.0007,0
C03750,medio_riesgo,593.59,7767.62,0.293,0,1.19,1540.58,45.0,bajo,0.0044,0
C03751,bajo_riesgo,718.82,8094.55,0.069,0,7.23,2709.28,35.3,alto,0.0021,0
C03752,medio_riesgo,621.17,11129.8,0.496,0,6.23,1576.94,9.5,medio,0.0026,0
C03753,alto_riesgo,462.26,4943.96,0.806,3,1.93,2883.91,35.2,bajo,0.147,0
C03754,medio_riesgo,595.34,7365.22,0.404,1,4.12,5299.74,32.8,bajo,0.0107,0
C03755,bajo_riesgo,832.92,20351.76,0.195,0,6.82,1704.49,39.7,medio,0.0002,0
C03756,medio_riesgo,559.61,11464.05,0.496,1,2.78,997.05,56.8,bajo,0.0059,0
C03757,bajo_riesgo,793.41,16983.88,0.223,0,7.22,3388.57,8.8,medio,0.0003,0
C03758,bajo_riesgo,785.45,16704.85,0.057,0,2.38,3514.87,53.7,alto,0.0003,0
C03759,alto_riesgo,511.51,7448.89,0.503,1,2.61,1266.52,16.4,bajo,0.0152,0
C03760,bajo_riesgo,805.94,17628.16,0.167,1,6.8,98.15,19.8,alto,0.0006,0
C03761,bajo_riesgo,762.7,17836.19,0.125,0,7.08,9399.35,28.3,medio,0.0003,0
C03762,bajo_riesgo,793.19,14084.87,0.124,0,7.24,2176.26,46.3,alto,0.0006,0
C03763,bajo_riesgo,791.85,16650.71,0.225,0,3.66,8994.43,42.7,medio,0.0004,0
C03764,medio_riesgo,587.09,6593.51,0.19,1,5.24,7952.21,28.8,bajo,0.0099,0
C03765,alto_riesgo,480.29,3779.74,0.874,1,3.84,2015.76,48.8,bajo,0.0523,0
C03766,bajo_riesgo,678.15,15187.73,0.092,1,8.2,715.53,36.8,alto,0.0012,0
C03767,alto_riesgo,486.22,4958.74,0.75,1,2.84,7646.5,56.4,bajo,0.0356,0
C03768,bajo_riesgo,744.79,14337.44,0.127,0,3.8,1525.42,27.8,medio,0.0006,0
C03769,alto_riesgo,493.56,6089.91,0.395,2,3.72,4814.69,45.2,bajo,0.0365,0
C03770,bajo_riesgo,784.24,19138.72,0.164,0,7.51,1084.9,3.9,alto,0.0002,0
C03771,medio_riesgo,629.93,10813.5,0.397,2,5.15,2800.52,19.3,medio,0.0097,0
C03772,bajo_riesgo,756.02,13486.93,0.093,0,6.63,5591.67,55.0,alto,0.0007,0
C03773,alto_riesgo,608.28,4630.82,0.516,5,2.33,1054.41,31.0,bajo,0.2532,1
C03774,medio_riesgo,690.37,8608.59,0.533,0,4.98,2294.09,57.1,bajo,0.0037,0
C03775,bajo_riesgo,774.51,10616.44,0.11,0,7.96,2180.5,0.4,alto,0.0012,0
C03776,bajo_riesgo,757.86,16556.56,0.381,0,4.72,4453.84,28.3,alto,0.0005,0
C03777,medio_riesgo,679.89,4962.48,0.242,0,4.24,7428.72,43.6,medio,0.0055,0
C03778,bajo_riesgo,816.18,15020.1,0.084,1,6.19,2333.25,19.7,alto,0.0008,0
C03779,bajo_riesgo,811.89,18448.45,0.464,0,3.7,1876.4,27.9,medio,0.0003,0
C03780,alto_riesgo,596.37,4346.89,0.462,0,1.89,680.52,10.0,bajo,0.0104,0
C03781,medio_riesgo,647.32,10719.46,0.555,1,7.67,6350.52,26.0,medio,0.0057,0
C03782,bajo_riesgo,832.72,15278.07,0.22,0,4.72,988.78,30.4,alto,0.0004,0
C03783,alto_riesgo,658.39,4902.94,0.71,1,3.93,752.93,36.0,bajo,0.0208,0
C03784,medio_riesgo,645.54,8055.49,0.212,0,0.0,1038.26,27.7,bajo,0.0032,0
C03785,alto_riesgo,456.72,6247.64,0.908,1,6.33,4787.67,12.7,bajo,0.0363,0
C03786,medio_riesgo,547.9,10089.67,0.334,0,2.3,1808.97,57.7,medio,0.0033,0
C03787,alto_riesgo,646.76,7381.56,0.715,1,0.0,16692.32,46.5,bajo,0.0133,0
C03788,bajo_riesgo,763.95,9010.28,0.292,0,6.95,3874.25,48.7,alto,0.002,0
C03789,bajo_riesgo,770.95,14603.26,0.142,0,6.57,904.41,38.2,alto,0.0005,0
C03790,medio_riesgo,576.03,9923.51,0.271,1,6.17,1439.69,50.4,medio,0.0058,0
C03791,medio_riesgo,579.45,9761.56,0.346,0,1.4,1501.02,35.2,bajo,0.0033,0
C03792,bajo_riesgo,758.98,11053.83,0.225,0,3.66,585.24,48.8,alto,0.0013,0
C03793,medio_riesgo,614.75,10830.48,0.368,3,1.12,5603.99,55.9,medio,0.0195,0
C03794,alto_riesgo,602.58,6879.44,0.934,0,3.16,10653.64,5.4,bajo,0.0108,0
C03795,alto_riesgo,325.18,7333.2,0.771,0,0.96,3742.25,42.5,bajo,0.0186,0
C03796,bajo_riesgo,752.18,10721.85,0.293,0,3.6,3665.86,21.2,alto,0.0015,0
C03797,medio_riesgo,566.99,9430.93,0.387,0,4.64,1322.46,20.2,bajo,0.0038,0
C03798,medio_riesgo,616.94,10077.13,0.283,1,4.52,1777.83,8.6,medio,0.0051,0
C03799,medio_riesgo,610.53,7157.29,0.599,0,2.14,8674.53,57.8,medio,0.0067,0
C03800,medio_riesgo,617.81,13646.3,0.572,1,4.82,5757.43,44.8,medio,0.0035,0
C03801,medio_riesgo,602.78,10947.19,0.375,0,3.93,1407.87,3.9,medio,0.0025,0
C03802,alto_riesgo,444.04,3055.97,0.466,0,2.58,4654.82,27.4,bajo,0.0212,0
C03803,bajo_riesgo,777.17,16634.85,0.232,1,7.35,843.84,26.1,medio,0.0008,0
C03804,alto_riesgo,475.41,8104.27,0.577,2,0.0,1450.29,5.7,bajo,0.0321,0
C03805,bajo_riesgo,804.18,15489.72,0.211,1,5.26,5095.34,40.3,medio,0.0009,0
C03806,bajo_riesgo,806.06,12350.14,0.329,0,4.05,8543.46,9.8,medio,0.001,0
C03807,bajo_riesgo,810.56,22025.76,0.164,0,6.23,8634.94,8.7,alto,0.0001,0
C03808,medio_riesgo,654.35,7020.94,0.32,0,4.39,5658.22,23.2,medio,0.0043,0
C03809,bajo_riesgo,761.06,15659.86,0.033,0,4.77,183.33,12.9,medio,0.0004,0
C03810,medio_riesgo,481.52,7704.37,0.51,3,4.21,4286.02,53.1,bajo,0.0616,0
C03811,bajo_riesgo,759.64,12946.3,0.113,0,6.75,2114.18,46.0,alto,0.0008,0
C03812,medio_riesgo,531.12,7458.63,0.189,1,0.09,6778.79,45.4,medio,0.0099,0
C03813,alto_riesgo,468.28,6735.63,0.696,2,2.53,22660.06,32.3,bajo,0.049,0
C03814,medio_riesgo,563.75,6842.74,0.337,1,1.01,3264.96,30.1,medio,0.0121,0
C03815,medio_riesgo,640.09,9682.98,0.195,2,2.99,1687.3,45.7,medio,0.0093,0
C03816,alto_riesgo,389.97,4170.97,0.829,2,2.46,2208.01,45.3,bajo,0.1131,1
C03817,alto_riesgo,447.37,7393.28,0.538,1,6.62,5153.6,19.1,bajo,0.0193,0
C03818,bajo_riesgo,706.69,19623.4,0.293,0,2.94,5350.65,16.4,alto,0.0003,0
C03819,alto_riesgo,462.42,3882.83,0.489,2,3.08,4497.64,14.6,bajo,0.0674,0
C03820,medio_riesgo,627.79,9892.16,0.326,0,6.05,2586.34,50.1,bajo,0.0027,0
C03821,bajo_riesgo,822.77,18071.06,0.037,0,5.56,4512.03,22.3,alto,0.0002,0
C03822,bajo_riesgo,713.53,13442.71,0.149,0,7.52,2802.62,43.9,alto,0.0008,0
C03823,medio_riesgo,542.69,9239.97,0.507,1,3.35,4416.9,24.6,medio,0.0098,0
C03824,medio_riesgo,632.86,7492.16,0.457,2,2.24,5918.66,25.3,medio,0.0199,0
C03825,alto_riesgo,374.29,7856.28,0.5,3,2.21,1289.23,34.6,bajo,0.0799,0
C03826,bajo_riesgo,804.85,12062.45,0.267,0,1.25,4414.75,43.3,alto,0.001,0
C03827,bajo_riesgo,817.56,17018.44,0.1,0,4.61,1966.89,16.8,alto,0.0003,0
C03828,bajo_riesgo,771.68,11327.89,0.202,0,8.16,4598.25,51.8,alto,0.0011,0
C03829,bajo_riesgo,784.54,12534.47,0.087,0,4.76,6004.48,25.8,alto,0.0007,0
C03830,bajo_riesgo,747.15,9937.6,0.079,0,3.27,5739.82,21.3,medio,0.0014,0
C03831,bajo_riesgo,762.58,15319.81,0.088,0,9.74,3099.85,15.4,medio,0.0005,0
C03832,medio_riesgo,658.38,5284.84,0.148,0,2.31,8905.21,19.1,bajo,0.0049,0
C03833,medio_riesgo,691.36,8799.08,0.256,0,5.54,3516.45,47.3,medio,0.0025,0
C03834,medio_riesgo,657.7,9201.48,0.684,0,2.18,521.47,5.0,medio,0.0043,0
C03835,bajo_riesgo,728.08,12638.04,0.266,0,6.94,3568.9,9.2,alto,0.0011,0
C03836,alto_riesgo,568.09,7513.16,0.662,3,2.18,497.21,21.9,bajo,0.0594,0
C03837,medio_riesgo,582.35,4685.98,0.131,3,1.21,786.65,10.0,bajo,0.0533,0
C03838,alto_riesgo,452.48,5404.45,0.285,1,2.89,6712.67,35.4,bajo,0.0209,0
C03839,bajo_riesgo,819.1,20470.43,0.09,0,5.94,2608.5,46.0,medio,0.0001,0
C03840,bajo_riesgo,762.51,19962.04,0.1,0,7.25,522.93,9.3,alto,0.0002,0
C03841,bajo_riesgo,831.04,10916.88,0.091,0,5.2,1109.75,21.4,alto,0.0009,0
C03842,bajo_riesgo,794.56,12355.54,0.013,0,8.62,1305.91,58.3,medio,0.0007,0
C03843,medio_riesgo,569.64,10575.26,0.593,0,7.1,3808.25,15.5,medio,0.0038,0
C03844,medio_riesgo,685.78,8374.52,0.309,1,5.05,653.27,15.4,medio,0.006,0
C03845,bajo_riesgo,794.94,14821.44,0.255,0,3.56,1731.76,8.3,alto,0.0006,0
C03846,alto_riesgo,515.84,8620.33,0.936,0,0.0,5927.97,1.9,bajo,0.01,0
C03847,medio_riesgo,626.22,7918.99,0.331,1,2.21,8733.12,8.8,bajo,0.008,0
C03848,bajo_riesgo,809.4,18578.84,0.101,0,3.99,4737.27,17.4,alto,0.0002,0
C03849,alto_riesgo,555.79,8083.98,0.721,4,0.68,8882.6,44.2,bajo,0.1121,0
C03850,alto_riesgo,612.77,7264.45,0.482,1,2.67,18242.81,37.1,bajo,0.0114,0
C03851,bajo_riesgo,756.99,15679.14,0.117,0,6.1,5923.12,8.9,alto,0.0004,0
C03852,alto_riesgo,458.78,5904.56,0.262,1,0.5,2646.13,33.7,bajo,0.0181,0
C03853,bajo_riesgo,745.62,8916.73,0.245,0,10.51,3805.23,41.9,alto,0.0021,0
